Obs,TYPE,RECORDID,STATE,AGE,GENDER,RACE,FB,OCCUP,NOI,POB,SOI,EOE,ACTIVITY,LOCATION,INDUSTRY,ES,TEIB,SIZE,TotTime,NOWOIS,NOWIIE,OWNER,WSE,EWAOH,SI,WSP,PJT,AFS,Training,INJURY_DATE,INJURY_MONTH,INJURY_YEAR,Fall_Feet,PFAS_Rec,Region,fall,R11,R12,R13,R14,R15,R16,R19,R21,R22,R23,R24,R25,R29,R31,R32,R33,R34,R35,R39,R41,R42,R43,R44,R45,R46,R47,R48,R49,R51,R52,R59,R999,PPE,PFASR,Equipment,Organizational,Violations,Occupation_Mapped,Nature of Injury_Mapped,Part of Body_Mapped,Source of Injury_Mapped,Work Activity_Mapped,Industry Type_Mapped
659,I,2004-0502,OH,42,1,7,3,597,80,8,3432,44,330,65,1622,1,125.00,2800,.,9,4,6,1,2,3,1,1,1,1,16,2,2004,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Concussion,Multiple Parts,Jug,Other Office,Assembly
660,I,2004-0503,OH,44,1,7,3,597,80,8,3432,44,311,65,1622,1,125.00,2800,.,9,4,6,1,2,3,1,1,1,1,16,2,2004,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Concussion,Multiple Parts,Jug,Office Work,Assembly
661,I,2004-0504,OH,.,1,7,3,597,80,8,3432,44,311,65,1622,1,125.00,2800,.,9,4,6,1,2,3,1,1,1,1,16,2,2004,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Concussion,Multiple Parts,Jug,Office Work,Assembly
662,I,2004-06,SC,16,1,3,1,869,61,11,624,116,633,14,1751,1,2.00,24,14.00,19,0,6,2,3,3,1,2,2,1,9,3,2004,10,1,South,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,Manager,Crushing,Shoulder,Liquid,Cleaning,Healthcare
663,I,2004-07,NC,46,1,7,3,727,94,220,3211,23,232,47,1794,1,8.00,7,61.00,2,0,6,2,3,3,2,2,2,1,27,7,2004,.,.,South,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,Researcher,Other,Torso,Power Tool,Repair,Legal
664,I,2004-10,NC,34,1,3,1,599,80,8,8252,431,150,65,1611,1,30.00,4,61.00,3,0,6,1,3,1,2,2,3,1,29,6,2004,.,.,South,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,Records Clerk,Concussion,Multiple Parts,Wall,HVAC,Manufacturing
665,S,2004MA03201,MA,35,3,4,1,599,53,8,9340,511,363,19,1752,1,21.00,8,.,4,2,6,1,3,3,2,1,3,1,2,9,2004,.,.,Northeast,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Records Clerk,Chemical Burn,Multiple Parts,Unknown,Sales,Medical
666,S,2004MA03202,MA,35,1,4,1,599,53,8,9340,511,363,19,1752,1,21.00,8,.,4,2,6,1,3,3,2,1,3,1,2,9,2004,.,.,Northeast,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Records Clerk,Chemical Burn,Multiple Parts,Unknown,Sales,Medical
667,S,2004MA038,MA,40,1,3,1,595,93,5,4415,313,540,10,1761,1,4.00,5,.,3,1,6,2,3,3,2,1,2,1,9,10,2004,.,.,Northeast,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Administrative Assistant,Seizure,Toe,Vehicle,Pharmacy,Education
668,S,2004MI066,MI,27,1,7,3,558,86,8,3221,31,215,14,1629,1,.,18,1461.00,5,0,6,3,3,3,2,1,2,1,27,5,2004,.,.,Midwest,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Landscaper,Poisoning,Multiple Parts,Hammer,Packaging,Other Manufacturing
669,S,2004MI160,MI,22,1,7,3,567,91,220,6271,41,330,10,1771,3,.,7,.,.,0,6,3,3,3,2,2,2,1,21,10,2004,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Molder,Heart Attack,Torso,Radiation,Other Office,Public Administration
670,S,2004NE034,NE,38,1,3,1,869,61,19,624,113,611,10,1761,1,.,7,2.00,.,0,6,3,3,3,2,2,2,1,20,11,2004,9,0,Midwest,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Manager,Crushing,Finger,Liquid,Education,Education
671,S,2004NE044,NE,25,1,3,1,566,959,5,941,3411,312,14,1752,1,.,2,91.50,2,1,6,3,3,3,3,2,2,1,30,12,2004,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Toolmaker,Fatal Injury,Toe,Building,Clerical,Medical
672,S,2004NY135,NY,62,1,7,3,547,80,8,6221,119,324,93,1799,1,.,6,730.50,3,0,6,3,3,3,3,2,3,1,13,12,2004,15,0,Northeast,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Safety Officer,Concussion,Multiple Parts,Gas,Training,Miscellaneous
673,S,2004OR010,OR,47,1,7,3,558,60,10,8519,433,241,47,5093,2,.,8,4017.75,.,0,6,3,2,3,3,3,3,1,4,6,2004,.,.,West,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,Landscaper,Amputation,Neck,Other Person,Cleaning,Hardware
674,I,2005-04,NC,32,1,3,1,869,94,220,6271,41,244,14,1794,1,2.50,5,61.00,5,0,6,2,1,2,2,2,2,1,31,12,2004,.,.,South,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Other,Torso,Radiation,Waste Disposal,Legal
675,I,2005-06,NC,48,1,3,1,869,60,10,626,118,632,14,4212,1,.50,7,152.50,5,0,6,2,3,3,2,2,2,1,7,4,2005,9,0,South,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,Manager,Amputation,Neck,Steam,Serving,Banking
676,I,2005-11,NC,56,1,7,3,804,80,8,3212,433,150,47,1623,1,31.00,13,1674.50,4,0,6,3,2,3,1,1,2,1,13,8,2005,.,.,South,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,Nurse,Concussion,Multiple Parts,Saw,HVAC,Packaging
677,S,2005CA002,CA,35,1,7,3,585,91,220,6271,41,592,14,1711,1,17.00,70,2.00,2,0,6,2,3,3,1,2,3,1,21,3,2005,.,.,West,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,Stock Clerk,Heart Attack,Torso,Radiation,Security,Retail
678,S,2005CA009,CA,49,1,3,1,454,80,8,3460,21,323,47,1542,1,10.00,64,91.50,5,0,6,2,3,3,1,2,2,1,21,7,2005,.,.,West,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Delivery Driver,Concussion,Multiple Parts,Furniture,Planning,Roofing
679,S,2005IA019,IA,34,1,7,3,868,80,8,3524,31,330,65,1794,1,.,.,.,4,0,6,3,3,3,3,3,3,1,.,.,2005,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,Director,Concussion,Multiple Parts,Monitor,Other Office,Legal
680,S,2005KY036,KY,55,1,7,3,804,53,8,461,323,330,61,4212,2,30.00,1,10957.50,2,1,6,3,3,3,3,3,3,1,6,6,2005,.,.,South,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Nurse,Chemical Burn,Multiple Parts,Floor,Other Office,Banking
681,S,2005MA044,MA,43,1,4,1,599,720,8,9340,511,363,10,1752,2,4.00,2,1461.00,2,0,6,3,3,3,2,2,2,1,2,7,2005,.,.,Northeast,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Records Clerk,Occupational Disease,Multiple Parts,Unknown,Sales,Medical
682,S,2005MI051,MI,38,1,7,3,567,18,10,6221,113,611,14,1521,1,32.00,30,1095.75,4,0,6,1,2,1,1,2,2,1,11,5,2005,15,0,Midwest,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,Molder,Sprain/Strain,Neck,Gas,Education,Construction
683,S,2005MI088,MI,69,1,7,3,558,61,19,6221,119,312,71,1542,3,17.00,8,.,.,0,6,2,3,3,1,1,2,1,27,7,2005,2,0,Midwest,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Landscaper,Crushing,Finger,Gas,Clerical,Roofing
684,S,2005MI163,MI,27,1,7,3,869,94,240,632,113,313,14,1521,1,.,.,7.00,3,0,6,2,3,3,3,3,2,1,5,9,2005,10,0,Midwest,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Other,Chest,Radiation,Data Entry,Construction
685,S,2005NE012,NE,41,1,7,3,869,60,10,4133,21,639,47,1541,1,23.00,20,1095.75,3,0,6,3,3,3,2,1,3,1,15,6,2005,.,.,Midwest,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Manager,Amputation,Neck,Escalator,Other Entertainment,Excavation
686,S,2005NY013,NY,43,1,7,3,558,94,220,4139,39,313,47,1622,1,56.00,2000,4017.75,8,0,6,1,1,3,1,1,2,1,24,2,2005,.,.,Northeast,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,Landscaper,Other,Torso,Other Structure,Data Entry,Assembly
687,S,2005NY03901,NY,.,1,7,3,869,31,252,822,432,632,65,1611,1,60.00,200,1826.25,18,11,6,1,3,1,1,1,1,1,20,5,2005,.,.,Northeast,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Manager,Cut/Laceration,Hip,Supervisor,Serving,Manufacturing
688,S,2005NY03902,NY,.,1,7,3,869,94,8,822,432,632,65,1611,1,60.00,200,1826.25,18,11,6,1,3,1,1,1,1,1,20,5,2005,.,.,Northeast,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Manager,Other,Multiple Parts,Supervisor,Serving,Manufacturing
689,S,2005NY03903,NY,.,1,7,3,869,94,8,822,432,632,65,1611,1,60.00,200,2191.50,18,11,6,1,3,1,1,1,1,1,20,5,2005,.,.,Northeast,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Manager,Other,Multiple Parts,Supervisor,Serving,Manufacturing
690,S,2005OK011,OK,50,1,7,3,585,60,10,3221,24,312,47,1711,1,28.00,60,7305.00,2,0,6,2,3,3,2,1,3,1,5,2,2005,.,.,South,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,Stock Clerk,Amputation,Neck,Hammer,Clerical,Retail
691,S,2005OK117,OK,21,1,3,1,869,60,10,4133,21,311,46,2439,1,20.00,10,183.00,4,0,6,2,3,3,1,1,2,1,29,10,2005,.,.,South,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Manager,Amputation,Neck,Escalator,Office Work,Other Extraction
692,I,2006-01,NC,37,1,3,1,866,94,220,3434,21,313,47,1622,1,54.00,1200,730.50,8,0,6,3,3,3,1,2,2,1,30,1,2006,.,.,South,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Program Coordinator,Other,Torso,Bucket,Data Entry,Assembly
693,I,2006-03,VA,21,1,7,3,869,80,8,8252,431,244,65,1611,1,60.00,140,91.50,.,0,6,1,3,3,1,1,3,1,18,7,2006,.,.,South,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,Manager,Concussion,Multiple Parts,Wall,Waste Disposal,Manufacturing
694,I,2006-06,TN,28,1,7,3,869,94,220,8259,24,349,14,1794,1,5.00,3,122.00,.,0,6,3,2,3,2,2,3,1,7,6,2006,.,.,South,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Other,Torso,Other Building,Other Transport,Legal
695,S,2006CA003,CA,61,1,7,3,558,60,10,3292,4233,215,47,1611,1,28.00,200,7305.00,3,0,6,2,3,3,1,1,3,1,27,4,2006,.,.,West,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,Landscaper,Amputation,Neck,Trash,Packaging,Manufacturing
696,S,2006CA004,CA,45,1,7,3,516,0, ,4813,522,313,47,1794,1,18.00,200,2922.00,.,0,6,3,3,3,1,1,1,2,20,4,2006,.,.,West,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Engineer,No Injury,Unknown,Electricity,Data Entry,Legal
697,S,2006MA043,MA,24,1,7,3,576,93,5,4410,312,312,47,1731,1,30.00,300,2556.75,10,0,6,1,3,3,1,1,1,1,23,10,2006,.,.,Northeast,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Packager,Seizure,Toe,Tool,Clerical,Food Service
698,S,2006MA059,MA,43,1,7,3,567,959,5,4412,3411,540,14,1522,2,.,1,2556.75,1,0,6,3,3,3,1,3,3,2,26,12,2006,.,.,Northeast,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Molder,Fatal Injury,Toe,Equipment,Pharmacy,Demolition
699,S,2006MI004,MI,29,1,3,1,869,94,220,6271,41,330,11,1799,1,15.00,13,1826.25,6,0,6,2,3,3,2,2,2,1,1,2,2006,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Other,Torso,Radiation,Other Office,Miscellaneous
700,S,2006MI006,MI,44,1,7,3,849,69,10,6221,1153,633,46,1799,1,.,6,1826.25,.,0,6,2,3,3,2,2,2,1,3,2,2006,20,1,Midwest,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Dentist,Multiple Injuries,Neck,Gas,Cleaning,Miscellaneous
701,S,2006MI117,MI,63,1,7,3,599,69,10,626,1154,312,14,1761,1,18.00,2,6392.25,2,0,6,2,3,3,2,2,2,1,16,8,2006,9,0,Midwest,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,Records Clerk,Multiple Injuries,Neck,Steam,Clerical,Education
702,S,2006MI174,MI,29,1,3,1,869,80,8,6271,41,592,14,1794,1,10.00,50,1095.75,3,0,6,2,3,1,1,3,3,1,24,10,2006,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,Manager,Concussion,Multiple Parts,Radiation,Security,Legal
703,S,2006MI193,MI,59,1,7,3,235,80,8,4199,229,632,47,8711,1,30.00,.,9131.25,.,6,6,2,3,3,1,3,3,2,1,12,2006,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Foreman,Concussion,Multiple Parts,Other Liquid,Serving,Government
704,S,2006MI201,MI,41,1,7,3,585,80,8,4129,22,313,47,1711,1,.,160,2922.00,3,0,6,2,3,3,3,3,2,1,13,12,2006,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Stock Clerk,Concussion,Multiple Parts,Other Opening,Data Entry,Retail
705,S,2006MI207,MI,27,1,7,3,527,69,10,4129,522,114,23,1623,1,70.00,80,244.00,3,0,6,3,3,1,1,1,2,1,19,12,2006,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Architect,Multiple Injuries,Neck,Other Opening,Excavation,Packaging
706,S,2006MI209,MI,51,1,7,3,853,94,8,3210,31,133,47,1795,2,18.00,.,6574.50,5,0,6,3,3,3,2,3,2,1,4,12,2006,.,.,Midwest,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Pharmacist,Other,Multiple Parts,Hand Tool,Plumbing,Consulting
707,S,2006NE002,NE,43,1,3,3,599,69,10,4123,21,312,47,9999,1,17.00,36,547.88,4,0,6,2,3,1,1,1,3,1,1,2,2006,.,.,Midwest,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,Records Clerk,Multiple Injuries,Neck,Gate,Clerical,Unknown
708,S,2006NJ076,NJ,21,1,3,1,869,93,5,4415,313,520,14,1761,1,2.00,8,3.00,2,1,6,2,3,2,2,1,2,1,17,8,2006,.,.,Northeast,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Seizure,Toe,Vehicle,Surgery,Education
709,S,2006NY001,NY,60,1,7,3,597,94,220,114,39,594,14,1799,1,4.00,.,.,3,0,6,3,3,3,2,1,2,1,9,1,2006,.,.,Northeast,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Other,Torso,Forklift,Law Enforcement,Miscellaneous
710,S,2006NY010,NY,47,1,7,3,853,94,220,3210,39,133,14,1794,1,25.00,4,.,3,1,6,3,3,3,3,3,3,1,21,2,2006,.,.,Northeast,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Pharmacist,Other,Torso,Hand Tool,Plumbing,Legal
711,S,2006OK002,OK,40,1,3,1,567,80,8,624,1152,312,47,1541,1,100.00,25,730.50,25,0,6,2,1,3,1,1,3,1,20,1,2006,20,1,South,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,Molder,Concussion,Multiple Parts,Liquid,Clerical,Excavation
712,S,2006OR003,OR,22,1,3,1,573,60,10,6221,116,530,14,1742,1,16.00,20,14.00,2,0,6,2,3,3,2,2,2,1,1,2,2006,7,0,West,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Production Worker,Amputation,Neck,Gas,Therapy,Tourism
713,S,2006OR005,OR,33,1,7,3,507,80,8,4829,59,321,47,5599,1,68.00,.,671.00,.,0,6,3,3,2,1,2,3,1,9,2,2006,.,.,West,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Technician,Concussion,Multiple Parts,Other Energy,Supervision,Other Tech
714,I,2007-01,NC,30,1,3,1,869,60,10,6221,1121,312,14,1751,1,7.00,7,244.00,2,0,6,2,3,3,1,1,3,1,5,9,2006,11,1,South,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,Manager,Amputation,Neck,Gas,Clerical,Healthcare
715,I,2007-06,SC,18,1,3,1,758,94,220,3292,4233,114,14,1794,1,36.00,50,5.00,2,0,6,2,3,1,1,1,3,1,19,3,2007,.,.,South,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,Scientist,Other,Torso,Trash,Excavation,Legal
716,I,2007-10,CT,17,2,7,3,869,86,10,624,1154,540,14,1522,1,6.00,4,30.50,4,0,6,2,3,3,2,2,3,1,2,7,2007,26,1,Northeast,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,Manager,Poisoning,Neck,Liquid,Pharmacy,Demolition
717,S,2007KY008,KY,32,1,3,3,567,68,18,6461,21,124,14,1751,1,5.00,8,1461.00,4,2,6,2,3,3,3,3,2,1,.,.,2007,.,.,South,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,Molder,Internal Injury,Hand,Person,Roofing,Healthcare
718,S,2007MA019,MA,30,1,3,1,869,80,8,3223,433,594,14,1741,1,15.00,38,14.00,14,0,6,3,3,3,1,2,3,1,9,4,2007,.,.,Northeast,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,Manager,Concussion,Multiple Parts,Wrench,Law Enforcement,Accommodation
719,S,2007MA025,MA,37,1,7,1,579,68,18,6221,119,362,44,1721,1,4.00,55,335.50,5,0,6,2,3,3,1,1,3,1,12,5,2007,12,1,Northeast,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,Forklift Operator,Internal Injury,Hand,Gas,Customer Service,Wholesale
720,S,2007MA045,MA,52,1,7,3,597,94,8,3461,39,321,49,1791,1,.,6,365.25,2,0,6,3,3,3,2,1,2,1,21,11,2007,.,.,Northeast,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Other,Multiple Parts,Chair,Supervision,Insurance
721,S,2007MI007,MI,43,1,7,3,567,60,10,623,113,611,14,1521,2,1.00,1,365.25,2,0,6,2,3,3,2,3,2,1,13,1,2007,.,0,Midwest,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Molder,Amputation,Neck,Gas,Education,Construction
722,S,2007MI013,MI,56,1,7,3,553,86,5,623,116,613,47,1542,1,40.00,85,7305.00,3,0,6,1,3,1,1,1,2,1,6,2,2007,10,0,Midwest,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Maintenance Worker,Poisoning,Toe,Gas,Teaching,Roofing
723,S,2007MI024,MI,53,1,7,3,557,94,8,4129,522,312,49,1711,1,25.00,85,7305.00,3,1,6,2,3,1,1,1,2,1,30,3,2007,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Gardener,Other,Multiple Parts,Other Opening,Clerical,Retail
724,S,2007MI106,MI,49,1,7,3,597,60,10,4133,21,313,47,1791,1,25.00,25,5478.75,2,0,6,1,3,2,1,3,3,2,20,8,2007,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Amputation,Neck,Escalator,Data Entry,Insurance
725,S,2007MI136,MI,28,1,7,3,17,94,220,6221,113,239,47,1522,3,.,14,2191.50,3,0,6,2,3,3,2,2,2,1,17,10,2007,20,0,Midwest,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Construction Laborer,Other,Torso,Gas,Other Maintenance,Demolition
726,S,2007MI172,MI,34,1,7,3,595,80,8,623,1154,.,14,1761,2,6.00,1,4748.25,5,0,6,2,3,3,3,3,3,2,11,8,2007,.,1,Midwest,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,Administrative Assistant,Concussion,Multiple Parts,Gas,Unknown,Education
727,S,2007NJ077,NJ,.,1,7,3,869,0, ,623,116,613,65,1622,1,.,.,.,2,0,6,2,3,3,3,3,3,1,.,.,2007,75,1,Northeast,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,Manager,No Injury,Unknown,Gas,Teaching,Assembly
728,S,2007NY015,NY,.,1,7,3,869,80,8,6221,1122,633,47,1791,1,30.00,.,1095.75,.,0,6,2,3,3,1,1,1,1,.,2,2007,.,1,Northeast,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,Manager,Concussion,Multiple Parts,Gas,Cleaning,Insurance
